LNR;RESPONSE
43331;0.578172736
51328;0.434017748
51644;0.312594857
51653;0.564508565
51969;0.434069687
52308;0.549551752
52310;0.434290651
52626;0.439328004
52638;0.708942485
52940;0.495979331
52954;0.71587191
55194;0.563059093
55196;0.557718317
55526;0.457716557
55847;0.464886563
55848;0.47143631
51024;0.457716557
51031;0.293180484
51342;0.69971147
51348;0.525660618
51666;0.539226888
51674;0.464192039
51680;0.699572345
52331;0.596277654
53302;0.460012332
82163;0.538824156
82481;0.408353062
82498;0.495858063
55852;0.460012332
55858;0.458008284
55859;0.595710903
51037;0.460012332
51039;0.482486508
51683;0.378750395
51685;0.676805198
51695;0.478900041
51702;0.341161841
52343;0.253162971
52353;0.462309804
53314;0.457716557
53322;0.674089119
53950;0.564761733
54597;0.374730922
54925;0.455634397
55245;0.43113402
55558;0.603752607
55882;0.225926797
51384;0.440420205
51703;0.583526897
51706;0.52113762
51711;0.6466812
52041;0.392848312
52047;0.601164245
52369;0.436864675
52689;0.523759555
53331;0.573112632
53341;0.495321457
63455;0.595100032
63780;0.500985566
63783;0.460012332
64096;0.250127275
64104;0.320474076
64109;0.470982687
64422;0.553736472
65391;0.47143631
65705;0.320562696
65709;0.507959756
61568;0.58296574
62203;0.36233141
62850;0.660227296
62851;0.599762581
63164;0.538761093
63491;0.314080095
63796;0.635942316
63799;0.529594351
63802;0.523433455
63812;0.539282823
64127;0.610737524
64449;0.296191211
64771;0.63079939
65082;0.457716557
65399;0.438216773
66039;0.457716557
66048;0.452684688
71758;0.402673212
72077;0.460012332
72087;0.457716557
72405;0.317517534
72723;0.429300609
72735;0.413176519
73046;0.438101088
73682;0.563548312
73694;0.570239719
73696;0.570484121
74317;0.352475064
74974;0.362237641
75286;0.608281395
75605;0.232770868
75612;0.462309804
75929;0.586841759
76239;0.164921672
71471;0.409466505
71776;0.073321412
71779;0.469133054
72112;0.570225234
72417;0.714206583
72420;0.504842928
72425;0.518020654
73073;0.398564439
73393;0.223342833
73714;0.53571414
74337;0.667546046
74347;0.176993501
74354;0.393907156
74666;0.501183174
74667;0.460012332
74990;0.482651452
75949;0.564381502
75952;0.535742037
71486;0.611603842
71805;0.476107604
71813;0.498183108
72130;0.304271807
72437;0.432525475
82469;0.47143631
82788;0.487162446
82793;0.462309804
83111;0.57738297
83113;0.537393654
83420;0.605111745
83425;0.30780712
83428;0.47143631
83433;0.480189888
83759;0.618179462
84381;0.503628351
84709;0.358220721
85024;0.568605983
85026;0.370020689
85671;0.495032896
35158;0.69532904
34851;0.262178355
34853;0.439681567
34859;0.267222779
35162;0.482218334
35165;0.462309804
34865;0.28687666
34877;0.31093276
34898;0.407223534
35203;0.386891457
34902;0.695160994
34907;0.454138111
34930;0.619691903
34939;0.617666259
35249;0.516781454
35561;0.523805803
35568;0.462309804
35572;0.391300003
35574;0.836295318
35575;0.310371195
35889;0.473740782
35583;0.476719818
35587;0.447565884
35597;0.204346629
35900;0.398188678
35602;0.745961789
35606;0.461083903
35922;0.174616411
35936;0.294733211
41020;0.402634539
41028;0.492997679
41344;0.57444202
41666;0.674170796
42319;0.498761374
42634;0.674649167
42944;0.535454448
42952;0.503380585
42954;0.209653681
43274;0.405442728
43582;0.473740782
43590;0.207510588
43594;0.574513435
43909;0.333392477
43917;0.470935637
44561;0.213017466
45202;0.279009141
45210;0.354714002
41684;0.607924696
41691;0.501625478
42333;0.631280059
42660;0.435169101
42963;0.627353401
42979;0.418645479
43287;0.380576987
44582;0.47143631
45233;0.440297426
45544;0.647717836
45550;0.731558277
40729;0.494853191
41379;0.664701491
41395;0.435293718
4332;0.389303886
4346;0.359763639
4044;0.410663221
5031;0.371854217
5033;0.290632959
5057;0.542001262
4737;0.421807009
5067;0.509087778
4757;0.437046836
4758;0.457716557
4762;0.420113215
4780;0.457716557
5183;0.590525614
5191;0.302026782
5198;0.457716557
4802;0.541127955
5126;0.469133054
5132;0.28949064
4830;0.698816756
5154;0.406821651
4854;0.457716557
4861;0.526076124
5180;0.318188983
4574;0.469692644
4896;0.253364281
4592;0.703893312
4599;0.395728735
4914;0.486546912
4604;0.58990431
4932;0.324217691
4623;0.594044196
4633;0.467212903
4636;0.338938633
4944;0.471476575
4949;0.563745241
4644;0.457716557
4977;0.546821508
4674;0.460012332
4986;0.243991069
4683;0.382684519
4686;0.21904328
4691;0.384228396
4700;0.50879127
5018;0.120801611
5341;0.547235422
5646;0.572300888
5647;0.47143631
5649;0.304573591
5661;0.386426918
5671;0.682665452
5677;0.519830552
5375;0.517981656
5396;0.625059035
5410;0.237085987
5411;0.375592474
5714;0.515860507
5427;0.367972885
5436;0.11159308
5725;0.346020021
5733;0.340030873
5454;0.454388564
10241;0.286504772
10566;0.788730016
10579;0.485127019
929;0.466272299
935;0.444408632
1261;0.575816329
951;0.495439776
952;0.462309804
955;0.568336744
1295;0.477232108
966;0.365233547
974;0.69180847
1305;0.664271346
995;0.581451854
998;0.195335131
1403;0.618218295
1001;0.632509862
1009;0.379915224
1338;0.522906914
1029;0.457716557
1053;0.475345379
1062;0.386265865
1067;0.38620795
1071;0.731599779
9957;0.36943065
9960;0.541778515
9671;0.462309804
9680;0.452657258
9982;0.637753644
9700;0.305266751
9712;0.599898194
10023;0.45615446
10042;0.342712889
10043;0.322070896
10048;0.602107272
10049;0.415492699
10054;0.362321338
10057;0.631478482
10388;0.331444586
10396;0.637102893
10700;0.34386772
10716;0.460012332
10418;0.307542897
10730;0.511750397
10733;0.689763153
10429;0.61783615
10844;0.526328311
10856;0.44860611
10448;0.236582687
10451;0.474590436
10458;0.141370409
10743;0.435814691
10753;0.175290483
10756;0.142471854
10465;0.577171316
10488;0.462864392
10490;0.310102696
10495;0.469133054
10510;0.593785928
10818;0.634069345
10531;0.477843877
10823;0.279779221
10544;0.404116981
10553;0.393686309
31437;0.702710383
31442;0.530619354
31451;0.193059336
31453;0.551650224
31143;0.233861982
31146;0.449670311
31149;0.462309804
31460;0.233639713
31466;0.383744181
31472;0.47143631
31788;0.227672934
32113;0.457716557
31807;0.272111649
32122;0.364733181
32127;0.581460477
31820;0.215068838
31832;0.457716557
32267;0.483498277
31860;0.283375519
31873;0.539281793
32168;0.379892298
32177;0.462309804
31882;0.817544163
31896;0.536794892
31910;0.234995202
32211;0.414583232
32232;0.484327331
31943;0.460012332
31950;0.307524855
32243;0.36894283
31966;0.838881185
31976;0.54420699
31666;0.377552339
31674;0.270579601
31989;0.532959861
31990;0.653941528
31991;0.429839281
31997;0.54248104
31692;0.457716557
31719;0.46958237
31723;0.492652708
32039;0.5017886
32042;0.131098801
31739;0.47143631
32061;0.493643818
32062;0.461577498
44333;0.358942111
44656;0.212916836
44658;0.557069427
44976;0.631625045
44990;0.457716557
45312;0.63961263
45644;0.319210304
41146;0.457716557
41459;0.755866229
41462;0.753475926
41787;0.380058742
42422;0.597021137
42743;0.608827489
43076;0.561435774
44350;0.409163714
44353;0.300246026
44356;0.219569138
25163;0.473740782
25490;0.338910571
25811;0.457716557
25501;0.584066646
25502;0.597066622
25505;0.345726119
25835;0.525791507
25966;0.238129151
25973;0.328986528
25570;0.145217184
25862;0.604734041
25871;0.647756465
25877;0.523169477
34738;0.502761706
34445;0.687827807
34447;0.216166409
34754;0.611219401
34764;0.317148046
34772;0.328559835
34775;0.595179712
34484;0.712010837
34180;0.345443348
34199;0.605425684
34527;0.457716557
34226;0.587932416
34555;0.440299059
34243;0.149620891
34252;0.703318115
34267;0.546405889
34276;0.665124867
34584;0.365796619
34283;0.457716557
34290;0.43960607
34291;0.482460254
34295;0.648810374
34599;0.151900465
34603;0.483027517
35267;0.586441021
35270;0.499394782
35279;0.560347793
35300;0.215027532
34981;0.373807627
35338;0.49248462
35425;0.352608942
35426;0.386197538
35432;0.718079527
35022;0.739355804
35347;0.545126022
35062;0.384933564
35072;0.53220851
35104;0.572094137
35106;0.56173793
35114;0.322002647
35131;0.674332203
21744;0.425238195
21754;0.519781069
21784;0.426739418
22088;0.754730304
22095;0.631499171
21806;0.274380649
21811;0.600738814
22099;0.611039221
22104;0.500462661
21819;0.47143631
21822;0.393586084
21834;0.724983643
21858;0.702250048
21862;0.505848045
21875;0.44409986
22163;0.446355727
21909;0.598756595
21910;0.648811725
21913;0.529488546
21650;0.447711595
21966;0.490475631
21977;0.462309804
21662;0.428822632
21665;0.36940328
21668;0.346142818
21683;0.487511687
21697;0.237202023
22665;0.548201059
31548;0.665937111
31553;0.386294096
31555;0.587316006
31232;0.411339921
31647;0.534581453
31243;0.317612926
31266;0.210995637
31274;0.369280997
31590;0.36920235
31294;0.349531529
31296;0.512327619
31600;0.31609941
31314;0.490685193
31358;0.415596626
31369;0.351339227
31376;0.551278522
31070;0.263124414
31382;0.655781356
31385;0.453629433
31393;0.263746743
31086;0.718884753
31114;0.706512744
12861;0.255616902
13182;0.457716557
13185;0.532818305
13190;0.375231332
13194;0.603762445
13536;0.457716557
13542;0.374079026
13559;0.702786381
13600;0.593279
13608;0.564734319
13922;0.382575068
13934;0.596415821
13634;0.704704578
13948;0.499239925
13961;0.650076578
13973;0.489837735
13976;0.626554324
13987;0.524226903
13989;0.641560755
13993;0.49297496
13685;0.645828684
13397;0.555927456
13714;0.648332045
13408;0.436928586
13416;0.554866286
13734;0.51097796
13429;0.469133054
13743;0.488934704
13745;0.573663181
13440;0.533070653
13455;0.636905996
13461;0.462309804
13469;0.494822243
13780;0.400967938
13483;0.711028795
13486;0.219372753
13805;0.627398789
13503;0.309173128
13821;0.358466993
14154;0.628305909
14463;0.534217949
14464;0.373018636
14467;0.538338522
14484;0.388687947
14494;0.671811793
14182;0.292048324
14513;0.512536747
14517;0.457716557
14200;0.561126163
14230;0.460012332
14533;0.252734225
14536;0.319073986
14245;0.765811138
14246;0.430090698
14260;0.704021832
14263;0.710013288
14571;0.460012332
14574;0.217938042
14278;0.615223503
14279;0.328001048
14585;0.425478879
14589;0.353955188
14590;0.228726452
3494;0.636436348
3497;0.564737569
3824;0.587952446
3839;0.457716557
3513;0.518897167
3937;0.327815975
3532;0.548604618
3533;0.408184574
3537;0.558583385
3848;0.469133054
3543;0.360058644
3549;0.223629189
3553;0.508246277
3871;0.253745099
3880;0.301787608
3568;0.670102777
3573;0.711405588
3898;0.639044718
3585;0.481354592
3591;0.460012332
3313;0.641817945
3628;0.6855763
3356;0.440919958
3666;0.305842546
3390;0.576804139
3704;0.384417764
3719;0.397867822
3406;0.469133054
3722;0.443543633
3438;0.520315239
3743;0.476723057
3751;0.219905138
4386;0.677360343
4081;0.282257587
4084;0.511888839
4086;0.177203278
4407;0.457716557
4420;0.462309804
4106;0.279269094
4108;0.435347937
4113;0.569773203
4114;0.493816067
4429;0.527504888
4433;0.467289265
4124;0.706130767
4145;0.581274332
4465;0.469133054
4218;0.328664794
4504;0.312902672
4520;0.460012332
4523;0.480880248
4249;0.379865838
3946;0.206550462
3950;0.339264445
4293;0.599696806
5752;0.457716557
5470;0.43178879
5775;0.318635635
5777;0.38267587
5492;0.658041992
5494;0.368137765
5495;0.645135706
5788;0.452542222
5793;0.462309804
14054;0.577161473
14057;0.534249972
14398;0.376718951
14416;0.171388789
14098;0.536755793
14100;0.460012332
14103;0.448298986
14106;0.398081204
14421;0.460012332
14426;0.730736954
14430;0.632304187
14128;0.476205014
14130;0.33503319
15110;0.373016292
14789;0.588844142
14793;0.25583042
15120;0.437817366
15128;0.503202397
15138;0.216473842
14849;0.435138455
14853;0.31449951
14859;0.204722594
15199;0.526717639
14903;0.305682257
14929;0.394339602
14935;0.537360977
15253;0.253763941
14937;0.802261628
14949;0.679490922
14951;0.635752891
14676;0.457716557
15000;0.563680076
15014;0.470435909
14712;0.437351197
15022;0.145460858
15037;0.643860846
15041;0.446532919
14753;0.697307296
15062;0.252501784
15072;0.438817623
14772;0.477995962
14775;0.417981062
15736;0.473554413
15421;0.330963597
15424;0.584196269
15437;0.581182783
15752;0.284089881
15755;0.462309804
2158;0.504456771
2160;0.366017442
2161;0.417970667
2490;0.460012332
2493;0.10243913
2497;0.558208754
3120;0.483435277
3123;0.756223075
2830;0.457716557
3145;0.420301999
2871;0.306999703
3282;0.514010818
3288;0.108782215
2883;0.350598811
3187;0.560939636
2904;0.714097873
2909;0.350081721
3205;0.457716557
3234;0.604464711
3244;0.388353552
3245;0.401928023
3248;0.695740347
2960;0.462309804
2964;0.28599213
3260;0.539379517
3275;0.714296046
3279;0.45173267
2984;0.506856904
2987;0.38600958
2992;0.626170823
2708;0.31077957
2718;0.555597936
3022;0.432489247
3036;0.294750698
2720;0.44946085
2735;0.228597066
3053;0.375562991
3060;0.457716557
3071;0.755185722
3760;0.330927743
12309;0.509518871
12322;0.56397244
12352;0.517634699
12692;0.524643946
12382;0.457716557
12703;0.442987543
12710;0.240830772
12727;0.149899568
12428;0.64001722
12444;0.574875929
12447;0.663479103
12451;0.582872612
77557;0.507082593
78505;0.457716557
78821;0.437988621
79784;0.4103667
80100;0.216601438
80423;0.346444069
80437;0.559108165
80750;0.524218006
81060;0.542029367
81068;0.45639149
81075;0.310226037
81381;0.469133054
76604;0.31015298
77252;0.486952424
77562;0.248440284
78212;0.224261877
78214;0.522143798
78518;0.297515524
78520;0.469427795
78521;0.556813636
78857;0.213787545
79163;0.603998356
79803;0.278176533
80123;0.347724125
80136;0.484974969
80138;0.114331952
80450;0.45581634
80454;0.136997571
80455;0.589165726
80457;0.668693225
81401;0.279464245
2266;0.46435208
2595;0.562559607
2289;0.469190547
2609;0.585140136
2611;0.457716557
2613;0.536193596
2616;0.397644153
2628;0.752893549
2654;0.454305109
2346;0.2865548
2356;0.665621962
2057;0.47143631
2364;0.263248991
2372;0.633460995
2083;0.457716557
2115;0.368969982
2116;0.203547237
2117;0.711261432
2442;0.589517885
2454;0.500769968
2147;0.273156258
71153;0.766308733
66365;0.438343403
66998;0.357118922
67003;0.29755709
67007;0.645108837
67012;0.16160129
67317;0.579107775
57463;0.135365113
58098;0.265437577
58105;0.341011735
58414;0.295794428
58420;0.589269749
58746;0.460012332
59061;0.457716557
59068;0.60231818
59375;0.460012332
59376;0.273364645
59387;0.357457546
59700;0.462309804
60026;0.553957014
60028;0.398961184
60348;0.660321196
60655;0.147299882
60657;0.457716557
60973;0.422028809
56201;0.619251409
56525;0.365818745
56837;0.626123748
56843;0.513128988
56845;0.324729977
57164;0.460012332
57805;0.697463023
57806;0.411724226
57808;0.248791051
58111;0.676521371
58436;0.499892738
58447;0.637050451
58751;0.229171604
59073;0.312499832
59396;0.367019206
59405;0.47143631
59716;0.573091422
60037;0.420970903
60045;0.469133054
60357;0.587019558
60363;0.385028407
60672;0.620287777
60684;0.460012332
60687;0.642738133
61006;0.431271079
56220;0.682348367
56222;0.201924192
56539;0.360820606
56540;0.48001032
56548;0.534957586
57497;0.601191172
57509;0.457716557
57821;0.270431493
58135;0.290541791
58458;0.47143631
58790;0.335956329
59424;0.48590904
59425;0.595983744
65474;0.164759857
65484;0.483206286
65797;0.033414927
65810;0.265958626
65812;0.458403254
70503;0.457716557
70505;0.456396125
70825;0.687028721
70831;0.29998228
70832;0.448644666
32454;0.603581511
32781;0.692590425
32789;0.615892279
32812;0.67019975
32506;0.382593891
32512;0.673703286
32844;0.389478709
32845;0.502940911
32852;0.370226515
32875;0.4957935
32897;0.462309804
32585;0.524145669
32279;0.310394982
32600;0.496344403
32610;0.557855173
32615;0.457716557
32635;0.542254352
32638;0.302940591
32340;0.494008607
32345;0.631052006
32664;0.494274157
32674;0.422583214
32393;0.520518072
32702;0.51044707
32411;0.759669935
33048;0.647765732
33094;0.165762093
33402;0.47985886
33413;0.297582647
33105;0.312035254
33131;0.676947782
33168;0.360468096
33460;0.697472169
33461;0.616904198
33473;0.457716557
33180;0.460012332
33214;0.297839838
33219;0.276461324
33226;0.509006878
32929;0.833437846
32934;0.457716557
33241;0.671204152
41842;0.553994747
42495;0.660474484
42807;0.30858775
42808;0.448260582
42810;0.553528545
43122;0.495488705
44100;0.462309804
44411;0.760768937
44418;0.467090229
45388;0.765243202
45394;0.627365379
45399;0.396386029
41541;0.462309804
41866;0.473740782
41875;0.420831854
42189;0.4077488
42196;0.530080573
42517;0.589551597
42521;0.293488373
42829;0.460012332
43477;0.496084408
44119;0.469133054
44755;0.397966446
45407;0.756244426
45414;0.781113471
40586;0.491345976
40917;0.457716557
41572;0.474269023
41889;0.182472608
41891;0.278408408
41897;0.41205255
42202;0.508205363
42216;0.462309804
42539;0.665197622
42855;0.419258887
43173;0.321276882
43482;0.457716557
43486;0.442725811
43487;0.691942682
43803;0.576199109
44131;0.549619115
44453;0.434072373
44776;0.504905278
45103;0.450911595
45436;0.620212312
40614;0.587090642
40937;0.430065474
41272;0.42628546
41274;0.630070182
41586;0.661786538
41591;0.635920447
41595;0.344749672
42237;0.370818736
70257;0.653085114
75682;0.529790284
76004;0.488414745
72500;0.50066221
72817;0.333155663
73461;0.525139161
73785;0.42377245
73795;0.262072486
73796;0.457673934
74105;0.355589977
74116;0.544601175
74435;0.504626185
74743;0.567565794
75071;0.466158296
75709;0.589671911
73477;0.49628457
73483;0.616805917
73798;0.268328107
74125;0.262821686
74128;0.606006816
74450;0.46792537
74769;0.233588553
74774;0.612318333
75085;0.240767757
75089;0.469133054
75406;0.382923769
76057;0.452790898
76374;0.41636484
76376;0.491478058
71902;0.460012332
71903;0.670222756
72549;0.462309804
72550;0.506563752
73179;0.254103661
74466;0.462309804
77547;0.652826505
22773;0.845983212
22469;0.473740782
22779;0.385103234
22795;0.469133054
22796;0.338478399
22482;0.558683427
22487;0.667547142
22491;0.5102876
22817;0.671334592
22216;0.67013251
22537;0.473740782
22542;0.482700288
22556;0.560542939
22568;0.413088739
22261;0.386664826
22266;0.356371963
22274;0.50500082
22584;0.359104513
22281;0.327857275
22618;0.293706517
22312;0.707573583
22329;0.473740782
22643;0.533738048
22959;0.367339732
23280;0.509937035
22996;0.706946771
22997;0.210091711
23315;0.564459567
23033;0.457716557
23455;0.556711088
23339;0.171687035
23371;0.472196575
23080;0.437922038
23384;0.623959399
23101;0.407920926
23118;0.152608398
23400;0.660212407
23139;0.565509715
22850;0.336326504
22881;0.285823824
22891;0.64326219
32071;0.215869084
32076;0.502104654
31775;0.473740782
32743;0.390091968
32438;0.571151959
32443;0.66223658
45011;0.394623844
45327;0.539987715
45332;0.320833915
45334;0.511094669
40520;0.562074134
40846;0.469133054
41159;0.591154196
41489;0.601314922
41807;0.440674485
41813;0.547360752
42128;0.559072743
42450;0.466213882
43406;0.307486271
43411;0.491998609
43417;0.35625988
43726;0.511491617
45024;0.460012332
40853;0.46084298
41510;0.226690969
41514;0.325033996
41832;0.44243146
41838;0.44869396
42156;0.462309804
42475;0.232881933
42798;0.318040057
43107;0.573078011
43111;0.457716557
43120;0.289680074
43121;0.469133054
43422;0.438120524
44070;0.606928288
45042;0.457716557
40546;0.467033326
41522;0.457716557
54649;0.356248254
54650;0.460012332
54973;0.789239487
54986;0.584319064
55300;0.233055172
55306;0.367039152
55617;0.469133054
55619;0.36477634
51440;0.53071079
51442;0.699731075
51443;0.659436978
51772;0.455243812
52104;0.457716557
52424;0.457716557
52434;0.531118686
53069;0.692521501
54025;0.312429777
54362;0.167252751
54674;0.529812974
54678;0.457716557
54995;0.674849688
55314;0.531448717
55322;0.509331062
55639;0.558989145
55644;0.386420243
51135;0.457716557
51462;0.457716557
51466;0.279464613
52123;0.551590351
52456;0.457716557
52776;0.457716557
53090;0.454512331
53095;0.490181222
53407;0.462309804
53729;0.615351747
53735;0.460012332
54047;0.527112633
54692;0.462309804
55017;0.24434471
55020;0.552744324
55027;0.590431442
55028;0.464002692
55657;0.558422608
55660;0.387181091
50841;0.516680628
50846;0.558876945
52143;0.468885515
53436;0.609148034
53758;0.366821161
54064;0.286267203
54073;0.501199315
54395;0.463649439
54397;0.777896681
54402;0.462309804
55048;0.246689836
55358;0.462309804
55678;0.398845574
50858;0.410073269
51181;0.537583647
66118;0.697852445
66125;0.460382608
61671;0.407816924
62299;0.473740782
62613;0.229644279
63253;0.770856421
63255;0.498318723
63577;0.662948559
63580;0.622169221
63586;0.201792763
64217;0.472921984
64223;0.084213592
64226;0.279693343
64855;0.576462193
65189;0.351502678
65497;0.460012332
65816;0.443135904
61368;0.440591227
61994;0.460012332
61996;0.735358948
62010;0.457716557
62960;0.462309804
62961;0.357860462
63288;0.266040156
63596;0.408786612
64558;0.436124639
64562;0.236329961
64882;0.311598088
65210;0.221126616
66156;0.202074209
61705;0.543472053
62026;0.505930869
62348;0.349043564
62656;0.561727701
62665;0.628568298
62974;0.374555236
62988;0.42692717
63295;0.562171288
63297;0.459563898
63305;0.362903072
63624;0.235671165
64895;0.800072111
65216;0.318416711
65228;0.279161387
65863;0.49448386
65870;0.473740782
61084;0.368986489
61716;0.371928437
62686;0.457716557
62689;0.780104469
62692;0.728872163
63319;0.369359506
68020;0.288996892
68337;0.585119693
68660;0.175595496
68673;0.472066926
68977;0.554966923
69297;0.469133054
69306;0.259319077
54522;0.473740782
54848;0.493484464
55154;0.527732616
55163;0.457716557
55165;0.573579585
55805;0.473740782
55808;0.487494815
50990;0.710929281
51641;0.21080984
51964;0.306506102
52607;0.460012332
52608;0.459001854
52924;0.241052584
52934;0.627943551
53253;0.519736079
53262;0.348936719
53902;0.469599309
54205;0.412124152
54208;0.505307211
54218;0.502641001
54861;0.231327352
54862;0.420805441
51001;0.299146662
61152;0.268539471
61155;0.276360696
61162;0.440402192
61793;0.613629436
61799;0.499540062
62127;0.457716557
62754;0.460012332
63078;0.454299819
64035;0.452875395
64048;0.619728532
64688;0.37869682
65010;0.395525302
65314;0.27219623
65329;0.556654523
65635;0.325009941
65645;0.642970222
65957;0.619550514
65960;0.492333404
65965;0.469133054
61179;0.625601937
61511;0.167174559
61819;0.233446577
61827;0.435133418
63422;0.30206171
63739;0.504195737
63744;0.143043919
63751;0.548158042
64376;0.532932376
64379;0.420003386
45499;0.473740782
40673;0.773804761
40992;0.678519734
40998;0.436619539
41318;0.398626562
41327;0.469133054
41966;0.399269779
41975;0.373665205
42292;0.457716557
43574;0.397322598
44213;0.460012332
44548;0.488349821
44861;0.653729342
44864;0.489405147
45185;0.576807223
45187;0.457716557
45513;0.299142525
45520;0.372537943
40695;0.401221081
40705;0.623335318
54147;0.51039894
54479;0.368493652
54789;0.460012332
55127;0.411307061
55753;0.457716557
